rownames,gender,ethnicity,score,fcollege,mcollege,home,urban,unemp,wage,distance,tuition,education,income,region
-0.657163611459086,female,other,0.8872732096664729,no,no,no,no,-0.5055812859694901,-1.050212867876797,-0.523640766198534,0.21956092906202535,0.6663855055093747,low,other
-0.6569956522838869,female,other,-0.2664966363557193,no,no,yes,no,-0.5055812859694901,-1.050212867876797,-0.523640766198534,0.21956092906202535,-1.0104291372918257,low,other
-0.6568276931086878,female,other,0.025393423203133293,no,no,yes,no,-0.5055812859694901,-1.050212867876797,-0.523640766198534,0.21956092906202535,-1.0104291372918257,low,other
-0.6566597339334888,female,other,-1.3191391313546224,no,no,yes,no,-0.5055812859694901,-1.050212867876797,-0.523640766198534,0.21956092906202535,0.6663855055093747,low,other
-0.6564917747582897,female,other,0.47012327027329254,yes,no,yes,no,-0.14373191523272236,-1.8320056833017193,-0.741303890472032,0.26035567971994633,1.2253237197764415,high,other
-0.6563238155830906,female,afam,-1.0686193716859667,yes,yes,no,no,-0.14373191523272236,-1.8320056833017193,-0.741303890472032,0.26035567971994633,-1.0104291372918257,low,other
-0.6561558564078915,female,other,0.5091951714612865,no,no,yes,no,-0.14373191523272236,-1.8320056833017193,-0.741303890472032,0.26035567971994633,-0.45149092302475896,low,other
-0.6559878972326925,male,hispanic,-0.9950723667143849,no,no,yes,no,-0.14373191523272236,-1.8320056833017193,-0.741303890472032,0.26035567971994633,-1.0104291372918257,low,other
-0.6558199380574934,female,other,1.276842803007946,no,no,yes,no,-0.14373191523272236,-1.8320056833017193,-0.741303890472032,0.26035567971994633,1.2253237197764415,low,other
-0.6556519788822943,male,hispanic,-0.14238573668512863,no,no,no,no,-0.14373191523272236,-1.8320056833017193,-0.741303890472032,0.26035567971994633,0.6663855055093747,low,other
-0.6554840197070952,female,other,-0.6813481770466967,no,no,yes,no,-0.14373191523272236,-1.8320056833017193,-0.741303890472032,0.26035567971994633,-1.0104291372918257,low,other
-0.6553160605318961,female,other,-1.560465296214466,no,no,yes,no,-0.14373191523272236,-1.8320056833017193,-0.741303890472032,0.26035567971994633,-1.0104291372918257,low,other
-0.655148101356697,male,other,-1.266277276328139,no,no,yes,no,-0.14373191523272236,-1.8320056833017193,-0.741303890472032,0.26035567971994633,-1.0104291372918257,low,other
-0.6549801421814979,female,other,0.6379024301615545,no,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.741303890472032,0.10389199965400187,1.2253237197764415,low,other
-0.6548121830062988,male,afam,-0.946806870717579,no,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.741303890472032,0.10389199965400187,-1.0104291372918257,low,other
-0.6546442238310998,female,other,1.0527539708525318,yes,yes,yes,no,-0.795060679032969,-0.48434371480047295,-0.741303890472032,0.10389199965400187,0.6663855055093747,high,other
-0.6544762646559007,female,other,-1.4443990111889502,no,no,no,no,-0.795060679032969,-0.48434371480047295,-0.741303890472032,0.10389199965400187,-1.0104291372918257,low,other
-0.6543083054807016,female,other,1.7215730884528337,yes,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.741303890472032,0.10389199965400187,0.6663855055093747,high,other
-0.6541403463055026,male,other,-0.7169722609940218,no,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.741303890472032,0.10389199965400187,-0.45149092302475896,low,other
-0.6539723871303035,male,other,0.7872952771816496,no,no,yes,no,-0.7588757764679374,-1.050212867876797,-0.1318471703997627,0.21956092906202535,1.2253237197764415,high,other
-0.6538044279551044,male,other,1.0906768918767886,yes,no,yes,no,-0.7588757764679374,-1.050212867876797,-0.1318471703997627,0.21956092906202535,-1.0104291372918257,high,other
-0.6536364687799053,male,other,1.3653291803564829,no,no,no,no,-0.7588757764679374,-1.050212867876797,-0.1318471703997627,0.21956092906202535,-1.0104291372918257,high,other
-0.6534685096047063,male,other,1.015980468366741,no,no,yes,no,-0.7588757764679374,-1.050212867876797,-0.1318471703997627,0.21956092906202535,1.2253237197764415,low,other
-0.6533005504295072,female,other,0.7091514748056618,yes,no,yes,no,-0.7588757764679374,-1.050212867876797,-0.1318471703997627,0.21956092906202535,1.2253237197764415,high,other
-0.6531325912543081,female,other,0.8194719822630344,no,no,yes,no,-0.7588757764679374,-1.050212867876797,-0.1318471703997627,0.21956092906202535,0.6663855055093747,low,other
-0.652964632079109,female,other,0.4425433625963137,no,no,yes,no,-0.7588757764679374,-1.050212867876797,-0.1318471703997627,0.21956092906202535,-1.0104291372918257,low,other
-0.65279667290391,female,other,-0.5296573696991272,no,no,yes,no,-0.2522866229278173,-1.8320056833017193,0.08581594414343584,0.26035567971994633,0.1074472912423079,low,other
-0.6526287137287109,female,other,1.0929752905789916,no,no,yes,no,-0.2522866229278173,-1.8320056833017193,0.08581594414343584,0.26035567971994633,-1.0104291372918257,low,other
-0.6524607545535118,male,other,0.26671958806297696,no,no,yes,no,-0.2522866229278173,-1.8320056833017193,0.08581594414343584,0.26035567971994633,2.3432001483105753,high,other
-0.6522927953783128,female,other,1.153881321875821,no,no,yes,no,-0.39702640573116954,-1.050212867876797,-0.1318471703997627,0.21956092906202535,0.1074472912423079,low,other
-0.6521248362031137,female,other,-0.2814360087326745,no,no,yes,no,-0.39702640573116954,-1.050212867876797,-0.1318471703997627,0.21956092906202535,0.6663855055093747,low,other
-0.6519568770279145,female,other,-0.641126857320237,no,no,yes,no,0.037192770135661544,-1.8320056833017193,0.08581594414343584,0.26035567971994633,-1.0104291372918257,low,other
-0.6517889178527154,male,other,1.0722901406338932,yes,no,yes,no,0.037192770135661544,-1.8320056833017193,0.08581594414343584,0.26035567971994633,-1.0104291372918257,high,other
-0.6516209586775163,male,other,0.6356040314593514,no,no,yes,no,0.037192770135661544,-1.8320056833017193,0.08581594414343584,0.26035567971994633,1.2253237197764415,low,other
-0.6514529995023173,female,other,1.3078705279255936,no,yes,yes,no,0.037192770135661544,-1.8320056833017193,0.08581594414343584,0.26035567971994633,1.7842619340435084,high,other
-0.6512850403271182,male,other,0.10928300314726425,yes,yes,no,no,-1.1569100497697369,-1.050212867876797,-0.5671733994861597,0.21956092906202535,2.3432001483105753,high,other
-0.6511170811519191,female,other,0.7654607086980854,no,no,yes,no,-1.1569100497697369,-1.050212867876797,-0.5671733994861597,0.21956092906202535,1.2253237197764415,high,other
-0.6509491219767201,female,other,0.7735048849684315,yes,no,yes,no,-1.1569100497697369,-1.050212867876797,-0.5671733994861597,0.21956092906202535,-1.0104291372918257,high,other
-0.650781162801521,male,other,0.7597149311299422,no,yes,yes,no,-1.1569100497697369,-1.050212867876797,-0.5671733994861597,0.21956092906202535,-1.0104291372918257,high,other
-0.6506132036263219,male,other,1.6572188015406069,yes,no,yes,no,-0.03517703499440176,-1.050212867876797,-0.5671733994861597,0.21956092906202535,1.2253237197764415,low,other
-0.6504452444511228,male,other,-0.030916249064018828,yes,no,yes,no,-0.03517703499440176,-1.050212867876797,-0.5671733994861597,0.21956092906202535,0.1074472912423079,high,other
-0.6502772852759238,male,other,0.03918337704162271,no,no,yes,no,-0.03517703499440176,-1.050212867876797,-0.5671733994861597,0.21956092906202535,0.6663855055093747,low,other
-0.6501093261007247,female,other,0.3057914892509708,no,no,no,no,-0.03517703499440176,-1.050212867876797,-0.5671733994861597,0.21956092906202535,0.1074472912423079,low,other
-0.6499413669255256,female,other,-0.2722424139238625,no,no,yes,no,-0.03517703499440176,-1.050212867876797,-0.5671733994861597,0.21956092906202535,-1.0104291372918257,low,other
-0.6497734077503265,female,other,-0.8594699119075078,no,no,yes,no,-0.03517703499440176,-1.050212867876797,-0.5671733994861597,0.21956092906202535,0.1074472912423079,low,other
-0.6496054485751275,female,other,0.7597149311299422,no,no,yes,no,-0.03517703499440176,-1.050212867876797,-0.5671733994861597,0.21956092906202535,0.1074472912423079,low,other
-0.6494374893999284,female,other,0.04952595201417193,no,no,yes,no,-0.6141359936645852,-1.7947773187439622,-0.2624450183677096,1.682077775573273,0.6663855055093747,low,other
-0.6492695302247293,female,other,-1.6684878433443642,no,no,no,no,-0.6141359936645852,-1.7947773187439622,-0.2624450183677096,1.682077775573273,-1.0104291372918257,low,other
-0.6491015710495303,female,other,-0.8146522331513707,no,no,yes,no,-0.6141359936645852,-1.7947773187439622,-0.2624450183677096,1.682077775573273,-1.0104291372918257,low,other
-0.6489336118743312,female,other,-0.6606630271015982,no,no,yes,no,-0.6141359936645852,-1.7947773187439622,-0.2624450183677096,1.682077775573273,-1.0104291372918257,high,other
-0.6487656526991321,female,other,1.4216384142489065,no,no,yes,no,-0.6141359936645852,-1.7947773187439622,-0.2624450183677096,1.682077775573273,1.2253237197764415,low,other
-0.6485976935239329,female,other,0.04952595201417193,yes,yes,yes,no,-0.6141359936645852,-1.7947773187439622,-0.2624450183677096,1.682077775573273,1.7842619340435084,low,other
-0.6484297343487339,male,other,-0.7652377569908276,no,no,yes,no,-0.6141359936645852,-1.7947773187439622,-0.2624450183677096,1.682077775573273,-1.0104291372918257,low,other
-0.6482617751735348,female,other,-0.9146301656361941,no,no,yes,no,-0.8312455815980007,-1.050212867876797,-0.741303890472032,0.21956092906202535,-1.0104291372918257,high,other
-0.6480938159983357,female,other,-0.3779665623515577,no,no,yes,no,-0.8312455815980007,-1.050212867876797,-0.741303890472032,0.21956092906202535,-1.0104291372918257,low,other
-0.6479258568231366,male,other,0.6413502474022232,yes,no,yes,no,-0.8312455815980007,-1.050212867876797,-0.741303890472032,0.21956092906202535,-0.45149092302475896,high,other
-0.6477578976479376,male,other,1.5859706336459567,no,no,yes,no,-0.8312455815980007,-1.050212867876797,-0.741303890472032,0.21956092906202535,1.2253237197764415,low,other
-0.6475899384727385,female,other,1.317063684359677,yes,yes,yes,no,-0.8312455815980007,-1.050212867876797,-0.741303890472032,0.21956092906202535,1.2253237197764415,low,other
-0.6474219792975394,female,other,-0.2216789575995822,no,no,yes,no,-0.5417661885345219,-1.3480387192308625,0.3034790586866344,0.8759894156926856,-1.0104291372918257,low,other
-0.6472540201223403,female,other,-1.219161198869799,no,no,yes,no,-0.5417661885345219,-1.3480387192308625,0.3034790586866344,0.8759894156926856,-1.0104291372918257,high,other
-0.6470860609471413,male,other,-0.7158232808302846,no,no,yes,no,-0.5417661885345219,-1.3480387192308625,0.3034790586866344,0.8759894156926856,-1.0104291372918257,low,other
-0.6469181017719422,male,other,1.674456572619765,no,no,no,no,-0.5417661885345219,-1.3480387192308625,0.3034790586866344,0.8759894156926856,-1.0104291372918257,low,other
-0.6467501425967431,female,other,-1.5030066437835767,no,no,yes,no,-0.5417661885345219,-1.3480387192308625,0.3034790586866344,0.8759894156926856,-1.0104291372918257,low,other
-0.646582183421544,male,other,1.8456831113739671,yes,yes,yes,no,-0.5417661885345219,-1.3480387192308625,0.3034790586866344,0.8759894156926856,1.2253237197764415,high,other
-0.646414224246345,female,other,0.5459686739470773,no,no,yes,no,-0.5417661885345219,-1.3480387192308625,0.3034790586866344,0.8759894156926856,1.2253237197764415,high,other
-0.6462462650711459,female,other,0.04492915460976592,no,yes,yes,no,-0.39702640573116954,-1.050212867876797,0.7388052877730314,0.21956092906202535,1.2253237197764415,low,other
-0.6460783058959468,female,other,0.21730511190243385,no,no,yes,no,-0.39702640573116954,-1.050212867876797,0.7388052877730314,0.21956092906202535,0.1074472912423079,low,other
-0.6459103467207478,female,other,1.5756276202986788,no,no,yes,no,-0.39702640573116954,-1.050212867876797,0.7388052877730314,0.21956092906202535,1.2253237197764415,low,other
-0.6457423875455487,female,other,1.2458150780902983,yes,no,yes,no,-0.39702640573116954,-1.050212867876797,0.7388052877730314,0.21956092906202535,1.2253237197764415,low,other
-0.6455744283703496,male,afam,-0.009081680580454568,no,yes,yes,no,-0.795060679032969,-1.050212867876797,0.042283310855810025,0.21956092906202535,1.2253237197764415,low,other
-0.6454064691951505,male,other,-0.738806829477586,yes,yes,yes,no,-0.795060679032969,-1.050212867876797,0.042283310855810025,0.21956092906202535,-1.0104291372918257,high,other
-0.6452385100199514,female,other,-1.0697683518497039,no,no,yes,no,2.135919189426205,-1.3480387192308625,1.391794631402627,0.8759894156926856,-1.0104291372918257,low,other
-0.6450705508447523,female,other,-1.170895702872993,no,no,no,no,2.135919189426205,-1.3480387192308625,1.391794631402627,0.8759894156926856,-1.0104291372918257,low,other
-0.6449025916695532,female,other,-1.2938571840051178,no,no,yes,no,2.135919189426205,-1.3480387192308625,1.391794631402627,0.8759894156926856,-1.0104291372918257,low,other
-0.6447346324943541,female,other,0.37704009552034956,no,no,yes,no,2.135919189426205,-1.3480387192308625,1.391794631402627,0.8759894156926856,-1.0104291372918257,low,other
-0.6445666733191551,male,hispanic,-1.3720009863811056,no,no,yes,no,2.135919189426205,-1.3480387192308625,1.391794631402627,0.8759894156926856,-0.45149092302475896,high,other
-0.644398714143956,female,other,1.3733733566268291,no,no,yes,no,2.135919189426205,-1.3480387192308625,1.391794631402627,0.8759894156926856,0.6663855055093747,low,other
-0.6442307549687569,male,other,1.5618381048349181,no,no,no,no,0.39904214087242934,-0.48434371480047295,-0.1318471703997627,0.10389199965400187,1.2253237197764415,low,other
-0.6440627957935579,female,other,-0.4365741949461842,no,no,yes,no,0.39904214087242934,-0.48434371480047295,-0.1318471703997627,0.10389199965400187,-1.0104291372918257,high,other
-0.6438948366183588,female,other,0.007006671960237858,no,no,yes,no,0.39904214087242934,-0.48434371480047295,-0.1318471703997627,0.10389199965400187,-1.0104291372918257,low,other
-0.6437268774431597,male,other,-0.738806829477586,no,no,yes,no,0.39904214087242934,-0.48434371480047295,-0.1318471703997627,0.10389199965400187,-1.0104291372918257,high,other
-0.6435589182679606,female,other,0.9194499147478578,no,yes,no,no,0.39904214087242934,-0.48434371480047295,-0.1318471703997627,0.10389199965400187,-1.0104291372918257,high,other
-0.6433909590927616,female,afam,0.3988746640039138,no,no,yes,no,0.39904214087242934,-0.48434371480047295,-0.1318471703997627,0.10389199965400187,1.2253237197764415,low,other
-0.6432229999175625,female,other,-0.6434252560224399,no,no,yes,no,0.39904214087242934,-0.48434371480047295,-0.1318471703997627,0.10389199965400187,-0.45149092302475896,low,other
-0.6430550407423634,female,other,0.37704009552034956,no,no,yes,no,-0.39702640573116954,-1.050212867876797,-0.43657552557074764,0.21956092906202535,0.6663855055093747,low,other
-0.6428870815671643,male,other,0.21270875287275645,yes,no,yes,no,-0.39702640573116954,-1.050212867876797,-0.43657552557074764,0.21956092906202535,-1.0104291372918257,high,other
-0.6427191223919653,male,other,1.1550303020395583,no,no,yes,no,-0.39702640573116954,-1.050212867876797,-0.43657552557074764,0.21956092906202535,-1.0104291372918257,low,other
-0.6425511632167662,male,other,-1.2306527540060854,no,no,yes,no,-0.39702640573116954,-1.050212867876797,-0.43657552557074764,0.21956092906202535,-1.0104291372918257,high,other
-0.6423832040415671,female,other,0.8275161585333807,no,yes,yes,no,-0.39702640573116954,-1.050212867876797,-0.43657552557074764,0.21956092906202535,-1.0104291372918257,low,other
-0.642215244866368,male,other,0.38738267049289876,no,no,yes,no,-0.39702640573116954,-1.050212867876797,-0.43657552557074764,0.21956092906202535,0.1074472912423079,low,other
-0.642047285691169,female,other,0.717195651076008,yes,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,1.2253237197764415,high,other
-0.6418793265159699,female,other,1.6192967572658075,no,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,-1.0104291372918257,low,other
-0.6417113673407707,male,other,1.6618155989450127,no,no,no,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,0.1074472912423079,low,other
-0.6415434081655716,female,other,0.5827421764328682,no,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,-1.0104291372918257,low,other
-0.6413754489903726,female,other,1.2458150780902983,no,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,1.2253237197764415,high,other
-0.6412074898151735,male,other,0.6275598551890053,no,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,-1.0104291372918257,low,other
-0.6410395306399744,male,other,0.024244004664667473,no,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,-0.45149092302475896,high,other
-0.6408715714647754,female,other,-1.30649815767987,no,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,-1.0104291372918257,low,other
-0.6407036122895763,female,other,1.1331961719307226,yes,yes,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,1.2253237197764415,low,other
-0.6405356531143772,male,other,-1.4593383835659053,no,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,-1.0104291372918257,low,other
-0.6403676939391781,female,other,0.015050848230584071,no,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,1.2253237197764415,low,other
-0.6401997347639791,male,other,0.31728348276198587,no,no,yes,no,0.07337784524391884,-1.3480387192308625,-0.0012493224318157802,0.8759894156926856,1.2253237197764415,low,other
-0.64003177558878,male,other,0.6275598551890053,no,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,0.6663855055093747,high,other
-0.6398638164135809,female,other,0.2368412816837951,no,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,0.6663855055093747,high,other
-0.6396958572383818,male,other,1.4388761853280647,no,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,-0.45149092302475896,low,other
-0.6395278980631828,male,other,1.756047753861693,yes,yes,yes,no,-0.795060679032969,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,1.2253237197764415,high,other
-0.6393599388879837,male,other,-0.6652598245060043,no,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,-0.45149092302475896,high,other
-0.6391919797127846,male,other,1.8456831113739671,yes,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,1.2253237197764415,low,other
-0.6390240205375856,female,other,1.3802685527334382,yes,no,yes,no,-0.795060679032969,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,2.3432001483105753,high,other
-0.6388560613623865,male,other,0.2402886605497353,yes,yes,yes,no,-0.14373191523272236,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,-0.45149092302475896,high,other
-0.6386881021871874,female,other,1.3101689266277965,no,yes,yes,no,-0.14373191523272236,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,-0.45149092302475896,low,other
-0.6385201430119883,male,other,-0.7560441621820156,no,yes,yes,no,-0.14373191523272236,-0.48434371480047295,-0.43657552557074764,0.10389199965400187,-1.0104291372918257,low,other
-0.6383521838367892,female,other,1.5193183864062554,yes,no,yes,no,-1.1569100497697369,-1.050212867876797,-0.1318471703997627,0.21956092906202535,1.2253237197764415,low,other
-0.6381842246615901,male,other,0.8884221898302102,no,no,yes,no,-1.1569100497697369,-1.050212867876797,-0.1318471703997627,0.21956092906202535,-0.45149092302475896,high,other
-0.638016265486391,female,other,0.6930626838902407,no,no,yes,no,-1.1569100497697369,-1.050212867876797,-0.1318471703997627,0.21956092906202535,-1.0104291372918257,low,other
-0.6378483063111919,female,other,0.20466413822768162,no,no,yes,no,-1.1569100497697369,-1.050212867876797,-0.1318471703997627,0.21956092906202535,-1.0104291372918257,low,other
-0.6376803471359929,male,other,1.6020589861866492,yes,yes,yes,no,-1.1569100497697369,-1.050212867876797,-0.1318471703997627,0.21956092906202535,0.6663855055093747,high,other
-0.6375123879607938,male,other,-0.11365641046968397,no,no,yes,no,-1.1569100497697369,-1.050212867876797,-0.1318471703997627,0.21956092906202535,-1.0104291372918257,low,other
-0.6373444287855947,female,other,1.3400472330069784,no,no,yes,no,-1.1569100497697369,-1.050212867876797,-0.1318471703997627,0.21956092906202535,1.7842619340435084,high,other
-0.6371764696103956,male,other,1.792821256347484,no,no,yes,no,-1.1569100497697369,-1.050212867876797,-0.1318471703997627,0.21956092906202535,1.7842619340435084,high,other
-0.6370085104351966,male,other,1.2929311555486382,yes,yes,yes,no,-1.1569100497697369,-1.050212867876797,-0.1318471703997627,0.21956092906202535,1.7842619340435084,high,other
-0.6368405512599975,male,other,-0.19409861154787472,no,no,yes,yes,-0.39702640573116954,-1.050212867876797,-0.6977712669147057,0.21956092906202535,-0.45149092302475896,low,other
-0.6366725920847984,female,other,0.06676372309333017,no,no,yes,yes,-0.39702640573116954,-1.050212867876797,-0.6977712669147057,0.21956092906202535,0.1074472912423079,low,other
-0.6365046329095994,female,other,1.2940805740871042,no,no,yes,yes,-0.39702640573116954,-1.050212867876797,-0.6977712669147057,0.21956092906202535,0.1074472912423079,low,other
